worms_sciname,worms_aphiaid,rank,phylum,class,subclass,order,family,genus,year,countryCode,stateProvince,county,locality,decimalLatitude,decimalLongitude,depth,taxonRemarks,verbatim_obis,terrestrial_only
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.58464,-122.3458,15.3,Originally identified as 'Exogone lourei',Exogone (Exogone) lourei,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,41.1839981079,-124.310997009,123,NA,Mediomastus sp,0
Eteone leptotes,327530,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,47.58822,-122.3666,49,Originally identified as 'Eteone leptotes',Eteone leptotes,0
Macoma inquinata,582759,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1960,NA,NA,NA,Rose Spit,54.1899986267,-131.63999939,-0.1,NA,Macoma inquinata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Big Creek,36.069183,-121.600601,9.1,NA,Laminaria,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,47.3320007324,-124.615997314,81,NA,Glycinde armigera,0
Notomastus hemipodus,157504,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,NA,NA,NA,NA,Monterey Bay NMS,37.89974,-123.4124,133,Originally identified as 'Notomastus hemipodus',Notomastus hemipodus,0
Euratella,146948,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euratella,1980,NA,NA,NA,NA,9.73332977295,-84.9902801514,22,NA,Euratella sp.,0
Euchone incolor,155202,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,2003,NA,NA,NA,NA,33.8870010376,-120.010002136,56,NA,Euchone incolor,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,34.4020004272,-119.81199646,22,NA,Chone sp abc1,0
Pseudopotamilla,129548,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Pseudopotamilla,2003,NA,NA,NA,NA,33.6360015869,-118.197998047,33,NA,Pseudopotamilla sp 1,0
Phyllodoce hartmanae,330596,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,44.077999115,-124.237998962,73,NA,Phyllodoce hartmanae,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1999,NA,NA,NA,NA,34.4000015259,-119.690002441,3.5,NA,Nereis procera,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,33.1150016785,-117.347999573,40,NA,Rochefortia tumida,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Prince William Sound,Knight Island,60.484444,-147.728,NA,NA,Syllis,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,South Point,33.895,-120.125,10.7,NA,Laminaria,0
Sigalion spinosus,334789,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sigalion,2003,NA,NA,NA,NA,33.8600006104,-118.447998047,60,NA,Sigalion spinosus,0
Eteone pigmentata,327535,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,47.60606,-122.3439,35.2,Originally identified as 'Eteone pigmentata',Eteone pigmentata,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,NA,NA,Washington,San Juan Co.,"San Juan Island, Cattle Point intertidal",48.4513888889,-122.9611111111,NA,NA,Macoma,0
Hypereteone lighti,333653,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Hypereteone,1999,NA,NA,NA,NA,45.5239982605,-123.912002563,1,NA,Eteone lighti,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2000,NA,NA,NA,NA,48.8199996948,-122.730003357,22.5,NA,Mediomastus sp,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Syllis,0
Lepidonotus spiculus,333826,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Lepidonotus,2003,NA,NA,NA,NA,33.9949989319,-120.336997986,72,NA,Lepidonotus spiculus,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,2003,NA,NA,NA,NA,45.1349983215,-124.083000183,76,NA,Tenonia priops,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,46.6409988403,-123.957000732,NA,NA,Macoma balthica,0
Glycera,129296,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.3577,-122.4778,16,Originally identified as 'Glycera (LPIL)',Glycera,0
Syllis armillaris,131415,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Kodiak Island,Old Harbor,57.156683,-153.388683,NA,NA,Syllis armillaris,0
Sthenelais verruculosa,332187,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,NA,NA,NA,NA,Puget Sound,47.59716,-122.3851,6.5,Originally identified as 'Sthenelais verruculosa',Sthenelais verruculosa,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,1987,NA,NA,NA,Off California,38.4150009155,-123.511108398,180,NA,Tenonia priops,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,2002,NA,NA,NA,NA,43.4020004272,-124.209999084,NA,NA,Platynereis bicanaliculata,0
Notomastus (Clistomastus) luridus,334236,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,1980,NA,NA,NA,NA,9.89638996124,-84.8263931274,26,NA,Notomastus luridus,0
Glycinde polygnatha,240626,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,1999,NA,NA,NA,NA,45.5499992371,-123.919998169,3,NA,Glycinde polygnatha,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,36.5400009155,-121.940002441,7.5,NA,Mediomastus sp,0
Notomastus abyssalis,329999,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,1967,NA,NA,NA,Gulf of California,25.35,-110.08333333333,2359.152,NA,Notomastus abyssalis,0
Nutricola lordi,507786,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,NA,NA,NA,NA,Monterey Bay NMS,37.90257,-123.416,134,Originally identified as 'Nutricola lordi',Nutricola lordi,0
Hemipodia simplex,333592,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Hemipodia,1986,NA,NA,NA,Area B-The Shellground,53.5200004578,-131.279998779,27,NA,Hemipodus borealis,0
Scoloplos (Scoloplos) armiger alaskensis,743511,subspecies,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,NA,NA,NA,NA,Monterey Bay NMS,37.90585,-123.4194,133,Originally identified as 'Scoloplos armiger alaskensis',Scoloplos (Scoloplos) armiger alaskensis,0
Euchone arenae,156084,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,2003,NA,NA,NA,NA,33.8779983521,-118.543998718,64,NA,Euchone arenae,0
Exogone (Parexogone) molesta,333450,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.1623,-122.7329,25,Originally identified as 'Exogone molesta',Exogone (Parexogone) molesta,0
Glycera americana,157388,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,34.0789985657,-119.510002136,148,NA,Glycera americana,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,33.9949989319,-120.336997986,72,NA,Glycera nana,0
Eulalia levicornuta,327589,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eulalia,2003,NA,NA,NA,NA,34.2610015869,-119.766998291,188,NA,Eulalia levicornuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,WIES Intake Pipes,33.446999,-118.484848,7.9,NA,Laminaria,0
Goniada maculata,130140,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,2003,NA,NA,NA,NA,32.6800003052,-117.323997498,93,NA,Goniada maculata,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Monterey Bay NMS,37.71504,-123.1416,145,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Macoploma yoldiformis,879988,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoploma,1999,NA,NA,NA,NA,48.0209999084,-122.85900116,16,NA,Macoma yoldiformis,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1999,NA,NA,NA,NA,45.5499992371,-123.919998169,3,NA,Tresus sp,0
Scoloplos (Scoloplos) armiger alaskensis,743511,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,1999,NA,NA,NA,NA,46.5680007935,-123.922996521,2,NA,Scoloplos armiger alaskensis,0
Phyllodoce groenlandica,334506,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,33.6949996948,-118.29599762,28,NA,Phyllodoce groenlandica,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.2492,-122.4317,2.7,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Phyllodoce longipes,130673,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,33.6430015564,-118.07800293,28,NA,Phyllodoce longipes,0
Typosyllis oerstedi,238661,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Typosyllis,NA,NA,Alaska,Kodiak Island,Akhiok Bay,56.946533,-154.12925,NA,NA,Typosyllis oerstedi,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Puget Sound,47.62811,-122.3794,12.3,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Ameritella carpenteri,878479,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,NA,NA,NA,NA,Monterey Bay NMS,37.70827,-123.1246,111,Originally identified as 'Tellina carpenteri',Ameritella carpenteri,0
Eteone tuberculata,327541,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,47.58835,-122.6599,25.8,Originally identified as 'Eteone tuberculata',Eteone tuberculata,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,NA,NA,Alaska,Kachemak Bay,Elephant Island,59.5141,-151.504967,NA,NA,Platynereis bicanaliculata,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,NA,NA,NA,NA,Monterey Bay NMS,37.91136,-123.4204,134,Originally identified as 'Tenonia priops',Tenonia priops,0
Leitoscoloplos,129418,genus,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,NA,NA,NA,NA,Puget Sound,47.61504,-122.3623,36,Originally identified as 'Leitoscoloplos (LPIL)',Leitoscoloplos,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,San Francisco Bay,37.68927,-122.3526,9.4,Originally identified as 'Mediomastus californiensis',Mediomastus californiensis,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,NA,NA,NA,NA,Puget Sound,47.60889,-122.6635,18.3,Originally identified as 'Leitoscoloplos pugettensis',Leitoscoloplos pugettensis,0
Eteone californica,327523,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,48.232,-122.693611,23,Originally identified as 'Eteone californica',Eteone californica,0
Chione californiensis,507499,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Chione,NA,NA,Baja California Sur,NA,Laguna San Ignacio,26.821048,-113.205209,NA,NA,Chione californiensis,0
Parexogone breviseta,1458667,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Parexogone,2003,NA,NA,NA,NA,34.0340003967,-119.351997375,84,NA,Exogone breviseta,0
Hesionura coineaui difficilis,335789,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Hesionura,1986,NA,NA,NA,Area B-The Shellground,53.5400009155,-131.279998779,36,NA,Hesionura coineaui difficilis,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1960,NA,NA,NA,NA,53.5800018311,-131.75,14.6304,NA,Tresus,0
Eunoe,129487,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Eunoe,2002,NA,NA,NA,NA,60.0410003662,-147.701004028,179.3,NA,Eunoe sp,0
Phyllodoce,129455,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Puget Sound,47.978,-122.227222,20.5,Originally identified as 'Phyllodoce (LPIL)',Phyllodoce,0
Phyllodoce groenlandica,334506,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,33.5670013428,-118.191001892,111,NA,Phyllodoce groenlandica,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Van Damme,39.271915,-123.795914,5.9,NA,Laminaria,0
Ruditapes philippinarum,231750,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Ruditapes,NA,NA,NA,NA,San Francisco Bay,37.56193,-122.2388,1.5,Originally identified as 'Venerupis philippinarum',Ruditapes philippinarum,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,NA,NA,AK,Kodiak Island,Three Saints Bay.,57.149167,-153.48805,NA,NA,Mya arenaria,0
Eteone californica,327523,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,2002,NA,NA,NA,NA,48.5649986267,-122.474998474,NA,NA,Eteone californica,0
Tellina,138533,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,NA,NA,NA,NA,Monterey Bay NMS,37.91557,-123.4218,136,Originally identified as 'Tellina (LPIL)',Tellina,0
Harmothoe imbricata,130769,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,NA,NA,NA,NA,San Francisco Bay,37.71818,-122.3612,5.2,Originally identified as 'Harmothoe imbricata',Harmothoe imbricata,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.62739,-122.6919,13.3,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,2003,NA,NA,NA,NA,42.6240005493,-124.569000244,92,NA,Compsomyax subdiaphana,0
Malmgreniella,129499,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Malmgreniella,2003,NA,NA,NA,NA,34.4099998474,-120.21900177,187,NA,Malmgreniella sp,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,40.8450012207,-124.101997375,3,NA,Mediomastus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Crystal Cove,33.57135,-117.841103,9.8,NA,Laminaria,0
Harmothoe imbricata,130769,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,NA,NA,NA,NA,Puget Sound,47.53177,-122.5229,46.2,Originally identified as 'Harmothoe imbricata',Harmothoe imbricata,0
Notomastus hemipodus,157504,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,43.7879981995,-124.43699646,119,NA,Notomastus hemipodus,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,NA,NA,Alaska,Prince William Sound,Montague Island,60.381167,-147.113,NA,NA,Platynereis bicanaliculata,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2002,NA,NA,NA,NA,46.4879989624,-123.95400238,NA,NA,Heteromastus filiformis,0
Sphaerosyllis ranunculus,332025,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,NA,NA,NA,NA,Puget Sound,47.3051,-122.4569,165.5,Originally identified as 'Sphaerosyllis ranunculus',Sphaerosyllis ranunculus,0
Gesiella jameensis,130750,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gesiella,NA,NA,NA,NA,NA,36.7975,-121.846,NA,NA,Gesiella jameensis,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,NA,NA,NA,NA,Puget Sound,47.2524,-122.6657,105,Originally identified as 'Leitoscoloplos pugettensis',Leitoscoloplos pugettensis,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,44.091999054,-124.425003052,112,NA,Macoma carlottensis,0
Sphaerosyllis,129677,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,NA,NA,NA,NA,Puget Sound,47.279,-122.4699,17.6,Originally identified as 'Sphaerosyllis (LPIL)',Sphaerosyllis,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,NA,NA,NA,NA,Puget Sound,48.727,-122.515833,18.5,Originally identified as 'Heteromastus filiformis',Heteromastus filiformis,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,54.0999984741,-131.470001221,14.6304,NA,Saxidomus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Refugio State Beach,34.461056,-120.066872,5.2,NA,Laminaria,0
Sthenelais tertiaglabra,332186,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,2003,NA,NA,NA,NA,33.6599998474,-118.130996704,29,NA,Sthenelais tertiaglabra,0
Bathykurila guaymasensis,333092,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Bathykurila,1991,NA,California,NA,"Santa Catalina Basin, Whale-Fall Site",33.233001709,-118.5,1240,NA,Bathykurila guaymasensis,0
Typosyllis oerstedi,238661,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Typosyllis,NA,NA,Alaska,Kodiak Island,Akhiok Bay,56.946533,-154.12925,NA,NA,Typosyllis oerstedi,0
Gemma gemma,156803,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Gemma,NA,NA,Washington,San Juan County,"San Juan Island, W side of Salmon Bank",48.4394,-122.9861333333,NA,NA,Gemma gemma,0
Megasyllis nipponica,759947,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Megasyllis,NA,NA,NA,NA,San Francisco Bay,37.86488,-122.4928,4.6,Originally identified as 'Typosyllis nipponica',Megasyllis nipponica,0
Megapitaria aurantiaca,714775,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Megapitaria,1986,NA,CAUCA,NA,G. Antiguo Muelle.,2.95749998093,-78.1738891602,NA,NA,Megapitaria aurantiaca,0
Hemipodia simplex,333592,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Hemipodia,1986,NA,NA,NA,Area B-The Shellground,53.5499992371,-131.330001831,29,NA,Hemipodus borealis,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,San Francisco Bay,37.90631,-122.3981,11.9,Originally identified as 'Mediomastus californiensis',Mediomastus californiensis,0
Gemma gemma,156803,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Gemma,2002,NA,NA,NA,NA,37.9780006409,-122.385002136,NA,NA,Gemma gemma,0
Sphaerosyllis,129677,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,NA,NA,NA,NA,Puget Sound,47.70651,-122.6356,5.3,Originally identified as 'Sphaerosyllis (LPIL)',Sphaerosyllis,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,33.1069984436,-117.357002258,74,NA,Glycera nana,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,North Monastery,36.526806,-121.92654399999999,4.4,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Coral St Lucus Pt,36.637768,-121.92321799999999,9.8,NA,Laminaria,0
Sige,129460,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Sige,2003,NA,NA,NA,NA,33.766998291,-118.459999084,131,NA,Sige sp a,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Point Arena Ref,38.908001,-123.719101,16.8,NA,Laminaria,0
Scoloplos (Scoloplos) armiger alaskensis,743511,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,1999,NA,NA,NA,NA,46.5600013733,-123.919998169,2.7,NA,Scoloplos armiger alaskensis,0
Scoloplos acmeceps,337437,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,1985,NA,NA,NA,Area C-The Horseshoe,53.1599998474,-130.75,153,NA,Scoloplos acmeceps,0
Scoloplos (Scoloplos) armiger alaskensis,743511,subspecies,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,NA,NA,NA,NA,Monterey Bay NMS,37.90585,-123.4194,133,Originally identified as 'Scoloplos armiger alaskensis',Scoloplos (Scoloplos) armiger alaskensis,0
Decamastus gracilis,326885,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Decamastus,2003,NA,NA,NA,NA,34.2239990234,-119.606002808,141,NA,Decamastus gracilis,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2002,NA,NA,NA,NA,43.4480018616,-124.212997437,NA,NA,Capitella capitata cmplx,0
Ameritella cadieni,878478,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2003,NA,NA,NA,NA,33.7649993896,-118.111999512,4,NA,Tellina cadieni,0
Sige,129460,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Sige,2003,NA,NA,NA,NA,32.9580001831,-117.274002075,8,NA,Sige sp,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.3834,-122.4686,14.5,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Capitella capitata,129876,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,1986,NA,NA,NA,Area C-The Horseshoe,53.1800003052,-130.789993286,128,NA,Capitella capitata,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,54.1100006104,-131.600006104,16.4592,NA,Saxidomus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Long Point West,33.410526000000004,-118.378906,11.4,NA,Laminaria,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,33.7509994507,-118.111999512,3,NA,Rochefortia tumida,0
Alciopina,129143,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Alciopina,2016,CO,Chocó,Bahía Solano,P1 - Muelle Central,6.232893588,-77.41146815,22.6,NA,Alciopina,0
